time,D_loss_real,D_loss_fake,G_loss,epoch
1591719056.2644,0.86,0.367,19.133,8
1591719056.3053,0.548,0.343,14.41,8
1591719056.3432,0.316,0.316,13.984,8
1591719056.3781,0.337,0.31,8.753,8
1591719056.418,0.283,0.307,20.438,8
1591719056.4619,0.413,0.334,15.981,8
1591719056.4978,0.286,0.284,10.104,8
1591719056.5327,0.29,0.287,18.641,8
1591719056.5696,0.298,0.315,12.469,8
1591719056.6055,0.294,0.29,17.381,8
1591719056.6404,0.327,0.286,18.539,8
1591719056.6764,0.34,0.287,14.08,8
1591719056.7123,0.362,0.283,11.406,8
1591719056.7472,0.36,0.283,11.919,8
1591719056.7891,0.36,0.286,12.932,8
1591719056.8301,0.38,0.298,15.206,8
1591719056.866,0.383,0.281,15.17,8
1591719056.9029,0.361,0.285,11.178,8
1591719056.9378,0.282,0.347,19.262,8
1591719056.9787,0.35,1.166,14.782,8
1591719057.0201,0.316,0.346,11.025,8
1591719057.058,0.298,0.295,13.945,8
1591719057.0929,0.309,0.444,7.996,8
1591719057.1308,0.284,0.285,15.472,8
1591719057.1647,0.298,0.284,11.756,8
1591719057.1996,0.323,0.292,11.76,8
1591719057.2385,0.288,0.289,13.514,8
1591719057.2734,0.28,0.29,12.247,8
1591719057.3143,0.293,0.295,16.343,8
1591719057.3512,0.391,0.286,15.534,8
1591719057.3861,0.284,0.289,11.198,8
1591719057.421,0.384,0.294,12.021,8
1591719057.4579,0.283,0.284,13.39,8
1591719057.4928,0.284,0.285,17.189,8
1591719057.5277,0.304,0.286,13.943,8
1591719057.5706,0.469,0.282,16.33,8
1591719057.6065,0.288,0.286,20.851,8
1591719057.6424,0.302,0.282,12.662,8
1591719057.6803,0.28,0.281,9.628,8
1591719057.7202,0.287,0.286,12.63,8
1591719057.7631,0.285,0.284,12.631,8
1591719057.81,0.306,0.289,14.554,8
1591719057.8539,0.282,0.283,12.288,8
1591719057.8947,0.28,0.285,11.202,8
1591719057.9317,0.29,0.283,11.975,8
1591719057.9716,0.286,0.281,12.297,8
1591719058.0154,0.292,0.281,24.808,8
1591719058.0523,0.282,0.286,20.998,8
1591719058.0892,0.283,0.284,10.219,8
1591719058.1281,0.289,0.28,29.62,8
1591719058.165,0.297,0.282,11.093,8
1591719058.1999,0.288,0.28,11.988,8
1591719058.2388,0.287,0.28,16.756,8
1591719058.2827,0.289,0.281,16.353,8
1591719058.3186,0.291,0.28,12.593,8
1591719058.3555,0.285,0.281,12.987,8
1591719058.3944,0.309,0.28,11.419,8
1591719058.4293,0.282,0.284,18.705,8
1591719058.4642,0.282,0.284,12.73,8
1591719058.5011,0.419,0.28,12.661,8
1591719058.536,0.283,0.286,15.49,8
1591719058.5709,0.283,0.289,23.673,8
1591719058.6078,0.29,0.316,11.937,8
1591719058.6427,0.296,0.28,14.673,8
1591719058.6776,0.288,0.318,17.072,8
1591719058.7146,0.28,0.281,12.437,8
1591719058.7495,0.294,0.281,10.334,8
1591719058.7844,0.291,0.283,9.063,8
1591719058.8213,0.291,0.322,12.616,8
1591719058.8622,0.286,0.308,14.813,8
1591719058.8981,0.319,0.282,9.635,8
1591719058.934,0.284,0.283,10.837,8
1591719058.9689,0.305,0.286,12.472,8
1591719059.0038,0.322,0.297,20.124,8
1591719059.0406,0.503,0.288,14.762,8
1591719059.0866,0.297,0.343,12.9,8
1591719059.1215,0.284,0.629,10.425,8
1591719059.1604,0.28,0.285,10.187,8
1591719059.1953,0.292,1.548,9.631,8
1591719059.2362,0.288,0.322,24.538,8
1591719059.273,0.281,0.557,10.962,8
1591719059.3139,0.393,0.294,16.317,8
1591719059.3499,0.364,0.282,14.07,8
1591719059.3917,0.456,0.34,12.675,8
1591719059.4277,0.288,0.34,20.134,8
1591719059.4625,0.369,0.325,11.625,8
1591719059.5005,0.286,0.303,18.05,8
1591719059.5354,0.6,0.366,16.368,8
1591719059.5713,0.748,0.304,10.567,8
1591719059.6072,0.295,0.322,11.682,8
1591719059.6481,0.317,0.288,12.483,8
1591719059.684,0.294,0.292,11.618,8
1591719059.7209,0.304,0.455,15.043,8
1591719059.7608,0.28,0.289,12.285,8
1591719059.8007,0.285,0.365,17.082,8
1591719059.8385,0.548,0.33,19.226,8
1591719059.8755,0.282,0.356,17.14,8
1591719059.9104,0.284,0.341,19.74,8
1591719059.9487,0.31,0.326,15.14,8
1591719059.9846,0.566,0.315,10.581,8
1591719060.0255,0.314,0.304,18.865,8
1591719060.0634,0.349,0.283,12.891,8
1591719060.1033,0.281,0.299,12.569,8
1591719060.1392,0.341,0.283,13.057,8
1591719060.1811,0.355,0.335,13.69,8
1591719060.217,0.333,0.343,12.687,8
1591719060.2519,0.331,0.983,12.129,8
1591719060.2888,0.322,0.341,13.342,8
1591719060.3247,0.29,0.313,11.281,8
1591719060.3606,0.336,0.292,11.716,8
1591719060.3975,0.38,0.282,13.135,8
1591719060.4344,0.333,0.282,13.111,8
1591719060.4713,0.283,0.281,11.559,8
1591719060.5132,0.332,0.294,14.466,8
1591719060.5491,0.299,0.284,14.876,8
1591719060.584,0.289,0.291,11.106,8
1591719060.6199,0.301,0.283,14.594,8
1591719060.6608,0.309,0.29,12.039,8
1591719060.7017,0.343,0.289,20.854,8
1591719060.7384,0.282,0.291,21.271,8
1591719060.7816,0.294,0.281,9.27,8
1591719060.8165,0.281,0.282,12.191,8
1591719060.8544,0.282,0.282,15.154,8
1591719060.8893,0.289,0.285,13.109,8
1591719060.9272,0.282,0.285,14.139,8
1591719060.9651,0.285,0.283,11.315,8
1591719061.002,0.288,0.291,11.417,8
1591719061.0359,0.291,0.284,20.118,8
1591719061.0788,0.287,0.291,18.138,8
1591719061.1147,0.309,0.283,18.635,8
1591719061.1496,0.286,0.286,17.158,8
1591719061.1855,0.299,0.286,14.849,8
1591719061.2274,0.294,0.298,12.34,8
1591719061.2633,0.288,0.824,16.953,8
1591719061.2992,0.28,0.286,9.805,8
1591719061.3362,0.281,0.283,18.215,8
1591719061.372,0.288,0.288,13.689,8
1591719061.411,0.284,0.3,18.69,8
1591719061.4508,0.28,0.303,14.746,8
1591719061.4867,0.326,0.32,13.477,8
1591719061.5236,0.285,0.748,11.326,8
1591719061.5685,0.324,0.308,12.633,8
1591719061.6054,0.342,0.298,12.503,8
1591719061.6423,0.313,0.304,21.182,8
1591719061.6772,0.428,0.288,20.581,8
1591719061.7121,0.289,0.324,13.566,8
1591719061.751,0.894,0.318,14.705,8
1591719061.7859,0.356,0.309,23.228,8
1591719061.8268,0.519,0.317,21.446,8
1591719061.8737,0.386,0.28,15.572,8
1591719061.9086,0.283,0.321,12.083,8
1591719061.9445,0.282,0.304,12.871,8
1591719061.9874,0.291,0.291,11.114,8
1591719062.0223,0.313,0.29,16.635,8
1591719062.0572,0.313,0.285,14.797,8
1591719062.0941,0.332,0.284,11.668,8
1591719062.136,0.299,0.292,28.134,8
1591719062.1769,0.331,0.286,12.697,8
1591719062.2138,0.327,0.281,11.996,8
1591719062.2537,0.37,0.282,13.447,8
1591719062.2886,0.344,0.282,19.172,8
1591719062.3275,0.353,0.283,19.42,8
1591719062.3624,0.332,0.286,13.148,8
1591719062.3973,0.345,0.286,15.196,8
1591719062.4392,0.337,0.287,13.028,8
1591719062.4741,0.349,0.292,20.902,8
1591719062.5131,0.329,0.286,13.443,8
1591719062.5509,0.331,0.285,16.053,8
1591719062.5849,0.313,0.283,15.254,8
1591719062.6208,0.325,0.284,14.103,8
1591719062.6626,0.307,0.283,24.686,8
1591719062.6985,0.321,0.284,12.165,8
1591719062.7394,0.305,0.28,12.175,8
1591719062.7807,0.284,0.28,16.505,8
1591719062.8156,0.28,0.283,12.876,8
1591719062.8505,0.281,0.283,16.502,8
1591719062.8865,0.28,0.281,18.666,8
1591719062.9214,0.292,0.284,14.004,8
1591719062.9573,0.287,0.281,14.484,8
1591719062.9952,0.286,0.294,18.058,8
1591719063.0301,0.283,0.292,12.781,8
1591719063.07,0.286,0.285,21.316,8
1591719063.1059,0.28,0.282,18.083,8
1591719063.1418,0.292,0.282,16.257,8
1591719063.1767,0.282,0.298,18.592,8
1591719063.2126,0.282,0.332,18.237,8
1591719063.2535,0.366,0.579,11.552,8
1591719063.2894,0.311,0.286,12.616,8
1591719063.3333,0.281,0.452,8.74,8
1591719063.3732,0.324,0.294,10.929,8
1591719063.4091,0.291,0.285,18.476,8
1591719063.446,0.292,0.29,11.154,8
1591719063.4809,0.306,0.301,18.724,8
1591719063.5208,0.329,0.663,16.692,8
1591719063.5587,0.343,0.304,13.412,8
1591719063.5936,0.296,0.302,22.122,8
1591719063.6325,0.438,0.304,10.997,8
1591719063.6694,0.286,0.298,11.599,8
1591719063.7063,0.291,0.319,31.427,8
1591719063.7412,0.984,0.296,11.596,8
1591719063.7771,0.346,0.296,16.16,8
1591719063.812,0.281,0.287,13.9,8
1591719063.8469,0.309,0.286,16.126,8
1591719063.8838,0.283,0.737,18.638,8
1591719063.9187,0.279,0.351,17.428,8
1591719063.9616,0.284,0.324,14.426,8
1591719063.9985,0.299,0.669,16.247,8
1591719064.0394,0.286,1.578,12.406,8
1591719064.0803,0.281,0.284,11.768,8
1591719064.1222,0.318,0.291,15.437,8
1591719064.1591,0.304,0.291,15.792,8
1591719064.195,0.343,0.3,10.396,8
1591719064.236,0.288,0.284,13.77,8
1591719064.2719,0.705,0.346,12.422,8
1591719064.3131,0.318,0.291,9.761,8
1591719064.354,0.326,0.341,12.613,8
1591719064.3899,0.29,0.284,20.663,8
1591719064.4248,1.031,0.317,17.53,8
1591719064.4697,0.468,0.465,11.901,8
1591719064.5056,0.378,0.332,12.298,8
1591719064.5415,0.317,0.345,13.838,8
1591719064.5814,0.281,0.303,12.223,8
1591719064.6173,0.549,0.297,22.896,8
1591719064.6522,0.331,0.283,13.757,8
1591719064.6891,0.28,0.302,13.384,8
1591719064.73,0.288,0.291,12.218,8
1591719064.7719,0.286,0.294,9.658,8
1591719064.8078,0.299,0.29,13.89,8
1591719064.8437,0.303,0.338,9.637,8
1591719064.8786,0.305,0.299,20.08,8
1591719064.9205,0.343,0.337,15.29,8
1591719064.9564,0.288,0.319,11.82,8
1591719064.9933,0.302,0.364,10.969,8
1591719065.0292,0.296,0.347,12.118,8
1591719065.0641,0.296,0.281,13.414,8
1591719065.105,0.332,0.287,10.448,8
1591719065.1479,0.409,0.308,15.193,8
1591719065.1857,0.297,0.294,14.636,8
1591719065.2206,0.285,0.29,13.444,8
1591719065.2585,0.308,0.297,9.393,8
1591719065.2934,0.593,0.289,16.649,8
1591719065.3343,0.305,0.29,21.476,8
1591719065.3702,0.295,0.31,14.437,8
1591719065.4061,0.411,0.284,13.157,8
1591719065.441,0.304,0.282,17.977,8
1591719065.477,0.306,0.283,11.509,8
1591719065.5119,0.31,0.302,17.952,8
1591719065.5468,0.323,0.283,11.814,8
1591719065.5837,0.302,0.291,13.17,8
1591719065.6186,0.282,0.307,12.03,8
1591719065.6535,0.325,0.858,11.961,8
1591719065.6905,0.286,0.288,14.954,8
1591719065.7303,0.301,2.22,8.715,8
1591719065.7662,0.299,0.487,17.76,8
1591719065.8091,0.375,0.367,14.212,8
1591719065.851,0.28,0.327,13.198,8
1591719065.8919,0.413,0.376,9.334,8
1591719065.9328,1.183,0.322,16.982,8
1591719065.9687,1.26,0.359,17.541,8
1591719066.0106,0.466,0.337,12.1,8
1591719066.0475,0.39,0.291,15.718,8
1591719066.0814,0.305,0.354,14.604,8
1591719066.1163,0.364,0.31,14.523,8
1591719066.1532,0.292,0.309,13.048,8
1591719066.1881,0.324,0.288,11.74,8
1591719066.223,0.285,0.283,10.332,8
1591719066.2599,0.37,0.292,9.884,8
1591719066.2948,0.293,0.321,20.658,8
1591719066.3297,0.293,0.308,12.981,8
1591719066.3676,0.387,0.295,13.902,8
1591719066.4085,0.304,0.449,14.061,8
1591719066.4445,0.3,0.296,12.269,8
1591719066.4803,0.344,0.329,13.119,8
1591719066.5173,0.327,0.288,12.314,8
1591719066.5581,0.327,0.288,14.5,8
1591719066.594,0.294,0.284,18.745,8
1591719066.6329,0.326,0.284,13.305,8
1591719066.6688,0.297,0.284,12.594,8
1591719066.7117,0.293,0.296,10.679,8
1591719066.7516,0.289,0.297,13.521,8
1591719066.7865,0.313,0.294,9.365,8
1591719066.8284,0.32,0.362,10.503,8
1591719066.8633,0.315,0.298,16.898,8
1591719066.9032,0.309,0.294,14.021,8
1591719066.9451,0.331,0.282,14.744,8
1591719066.981,0.301,0.302,17.392,8
1591719067.0159,0.293,0.289,24.224,8
1591719067.0588,0.309,0.288,11.819,8
1591719067.0937,0.285,0.291,12.411,8
1591719067.1346,0.295,0.286,22.146,8
1591719067.1715,0.286,0.291,19.634,8
1591719067.2064,0.296,0.288,17.946,8
1591719067.2423,0.285,0.31,11.438,8
1591719067.2792,0.284,0.363,15.501,8
1591719067.3141,0.282,0.291,12.511,8
1591719067.349,0.286,0.492,26.48,8
1591719067.3859,0.287,0.297,12.982,8
1591719067.4258,0.282,0.306,16.532,8
1591719067.4667,0.302,0.303,11.221,8
1591719067.5026,0.351,0.313,13.728,8
1591719067.5385,0.425,0.3,12.551,8
1591719067.5734,0.619,0.296,12.839,8
1591719067.6093,0.301,0.3,18.534,8
1591719067.6502,0.82,0.293,12.766,8
1591719067.6861,0.288,0.289,12.22,8
1591719067.728,0.287,0.284,12.065,8
1591719067.7639,0.296,0.285,17.158,8
1591719067.7988,0.293,0.289,17.795,8
1591719067.8417,0.325,0.309,14.768,8
1591719067.8826,0.282,0.283,16.589,8
1591719067.9175,0.319,0.286,11.524,8
1591719067.9594,0.316,0.304,14.411,8
1591719067.9953,0.304,0.382,19.126,8
1591719068.031,0.301,0.289,16.981,8
1591719068.0749,0.316,0.283,10.577,8
1591719068.1108,0.32,0.28,14.387,8
1591719068.1527,0.289,0.297,15.114,8
1591719068.1896,0.301,0.342,15.48,8
1591719068.2245,0.317,0.55,20.175,8
1591719068.2654,0.297,0.298,12.586,8
1591719068.3033,0.305,0.442,11.142,8
1591719068.3436,0.286,0.288,17.199,8
1591719068.3805,0.355,0.285,11.644,8
1591719068.4233,0.282,0.29,11.81,8
1591719068.4583,0.282,0.293,12.317,8
1591719068.4962,0.28,0.303,14.787,8
1591719068.534,0.299,0.301,12.509,8
1591719068.5699,0.32,0.302,16.469,8
1591719068.6048,0.291,0.29,10.108,8
1591719068.6438,0.3,0.293,12.63,8
1591719068.6787,0.289,0.283,11.484,8
1591719068.7135,0.28,0.292,8.038,8
1591719068.7594,0.344,0.291,19.811,8
1591719068.7993,0.28,0.293,9.62,8
1591719068.8342,0.29,0.286,16.042,8
1591719068.8731,0.337,0.284,15.175,8
1591719068.913,0.284,0.348,14.61,8
1591719068.9486,0.284,0.286,13.987,8
1591719068.9865,0.31,0.318,10.679,8
1591719069.0244,0.281,0.282,11.113,8
1591719069.0613,0.299,0.393,10.407,8
1591719069.1008,0.297,0.6,8.392,8
1591719069.1357,0.281,0.721,10.95,8
1591719069.1716,0.283,0.325,10.349,8
1591719069.2095,0.283,0.674,11.988,8
1591719069.2444,0.297,0.57,13.545,8
1591719069.2863,0.299,0.443,17.443,8
1591719069.3222,0.362,0.304,20.901,8
1591719069.3575,0.311,0.284,12.208,8
1591719069.3943,0.496,0.295,16.992,8
1591719069.4392,0.58,0.301,15.599,8
1591719069.4751,0.329,0.393,15.424,8
1591719069.511,0.545,0.286,15.41,8
1591719069.5479,0.317,0.385,18.248,8
1591719069.5828,0.975,0.373,12.939,8
1591719069.6247,0.303,0.411,13.203,8
1591719069.6656,0.43,0.315,19.881,8
1591719069.7005,0.423,0.337,20.368,8
1591719069.7354,0.285,0.303,12.404,8
1591719069.7723,0.297,0.305,13.674,8
1591719069.8072,0.304,0.286,10.263,8
1591719069.8481,0.28,0.294,11.117,8
1591719069.884,0.287,0.406,10.242,8
1591719069.9249,0.287,0.495,11.942,8
1591719069.9678,0.293,0.297,12.592,8
1591719070.0077,0.329,0.292,13.61,8
1591719070.0476,0.701,0.293,16.428,8
1591719070.0886,0.285,0.305,13.948,8
1591719070.1255,0.345,0.298,12.064,8
1591719070.1624,0.296,0.296,10.52,8
1591719070.2033,0.29,0.29,12.414,8
1591719070.2532,0.295,0.286,11.698,8
1591719070.2881,0.399,0.285,12.212,8
1591719070.328,0.391,0.284,18.313,8
1591719070.3669,0.284,0.281,14.403,8
1591719070.4028,0.339,0.282,10.272,8
1591719070.4377,0.318,0.28,16.465,8
1591719070.4756,0.327,0.282,16.172,8
1591719070.5135,0.312,0.283,13.106,8
1591719070.5484,0.297,0.285,14.83,8
1591719070.5843,0.333,0.293,15.966,8
1591719070.6202,0.309,0.282,16.454,8
1591719070.6541,0.284,0.283,12.759,8
1591719070.691,0.313,0.281,18.723,8
1591719070.7269,0.286,0.282,16.299,8
1591719070.7698,0.344,0.281,9.946,8
1591719070.8067,0.286,0.28,12.437,8
1591719070.8416,0.341,0.28,24.199,8
1591719070.8765,0.284,0.28,14.566,8
1591719070.9124,0.29,0.282,24.425,8
1591719070.9473,0.289,0.28,15.87,8
1591719070.9822,0.361,0.282,12.263,8
1591719071.0211,0.291,0.281,17.066,8
1591719071.057,0.287,0.281,9.996,8
1591719071.0969,0.303,0.281,13.871,8
1591719071.1398,0.293,0.28,14.039,8
1591719071.1757,0.298,0.281,12.704,8
1591719071.2106,0.284,0.28,14.809,8
1591719071.2465,0.324,0.281,19.941,8
1591719071.2834,0.288,0.279,16.416,8
1591719071.3233,0.281,0.281,11.661,8
1591719071.3662,0.297,0.282,19.781,8
1591719071.4021,0.31,0.284,12.409,8
1591719071.437,0.294,0.282,11.587,8
1591719071.4789,0.291,0.281,15.67,8
1591719071.5208,0.302,0.281,12.519,8
1591719071.5616,0.474,0.28,11.124,8
1591719071.5996,0.325,0.284,12.083,8
1591719071.6345,0.293,0.28,9.685,8
1591719071.6704,0.281,0.281,13.528,8
1591719071.7063,0.304,0.281,12.279,8
1591719071.7422,0.311,0.281,12.207,8
1591719071.7771,0.304,0.28,7.948,8
1591719071.813,0.32,0.291,12.379,8
1591719071.8479,0.287,0.285,11.889,8
1591719071.8828,0.312,0.317,12.581,8
1591719071.9257,0.303,0.655,16.757,8
1591719071.9616,0.312,0.304,19.48,8
1591719071.9965,0.302,0.301,20.289,8
1591719072.0334,0.288,0.295,12.197,8
1591719072.0673,0.29,0.336,20.188,8
1591719072.1082,0.304,0.294,12.21,8
1591719072.1441,0.28,0.291,10.119,8
1591719072.179,0.311,0.304,12.708,8
1591719072.2139,0.28,0.296,11.989,8
1591719072.2528,0.284,0.283,9.78,8
1591719072.2937,0.319,0.331,19.492,8
1591719072.3286,0.284,0.313,13.433,8
1591719072.3655,0.282,0.292,12.613,8
1591719072.4004,0.291,0.286,12.26,8
1591719072.4413,0.32,0.283,8.994,8
1591719072.4854,0.311,0.285,12.053,8
1591719072.5253,0.407,0.291,18.855,8
1591719072.5602,0.305,0.29,14.232,8
1591719072.5992,0.282,0.296,9.452,8
1591719072.6441,0.326,0.358,17.662,8
1591719072.679,0.283,0.283,9.437,8
1591719072.7159,0.281,0.512,14.303,8
1591719072.7508,0.343,1.037,12.267,8
1591719072.7877,0.294,0.958,18.554,8
1591719072.8256,0.409,0.322,13.786,8
1591719072.8605,0.282,0.286,19.392,8
1591719072.8954,0.429,0.285,11.819,8
1591719072.9323,0.339,0.299,11.822,8
1591719072.9682,0.283,0.3,18.497,8
1591719073.0081,0.401,0.288,18.743,8
1591719073.051,0.321,0.303,12.132,8
1591719073.0859,0.406,0.293,13.14,8
1591719073.1218,0.561,0.296,19.192,8
1591719073.1647,1.674,0.785,9.78,8
1591719073.2006,0.301,0.508,8.023,8
1591719073.2435,0.3,0.295,15.107,8
1591719073.2797,0.339,0.958,7.747,8
1591719073.3216,0.284,0.308,14.392,8
1591719073.3575,0.38,0.291,9.259,8
1591719073.3984,0.3,0.303,24.669,8
1591719073.4353,0.281,0.286,12.101,8
1591719073.4722,0.282,0.302,30.098,8
1591719073.5175,0.281,0.288,13.181,8
1591719073.5524,0.283,0.289,22.648,8
1591719073.5923,0.283,0.288,12.559,8
1591719073.6312,0.679,0.289,14.235,8
1591719073.6661,0.621,0.285,10.478,8
1591719073.708,0.283,0.281,13.76,8
1591719073.7489,0.293,0.284,11.575,8
1591719073.7838,0.321,0.283,12.991,8
1591719073.8237,0.297,0.283,19.729,8
1591719073.8646,0.282,0.288,9.462,8
1591719073.8995,0.315,0.285,14.015,8
1591719073.9354,0.295,0.285,12.8,8
1591719073.9733,0.288,0.298,21.439,8
1591719074.0092,0.281,0.291,14.088,8
1591719074.0501,0.314,0.286,16.01,8
1591719074.086,0.311,0.285,13.154,8
1591719074.1229,0.343,0.284,12.858,8
1591719074.1658,0.299,0.283,17.865,8
1591719074.2047,0.337,0.288,19.921,8
1591719074.2396,0.29,0.284,18.729,8
1591719074.2755,0.333,0.282,16.425,8
1591719074.3181,0.368,0.284,12.853,8
1591719074.354,0.325,0.284,23.951,8
1591719074.389,0.296,0.284,13.422,8
1591719074.4259,0.319,0.283,24.544,8
1591719074.4608,0.286,0.286,13.301,8
1591719074.5017,0.322,0.284,12.195,8
1591719074.5436,0.327,0.282,9.844,8
1591719074.5795,0.317,0.287,13.681,8
1591719074.6144,0.297,0.293,14.322,8
1591719074.6563,0.335,0.282,14.627,8
1591719074.6922,0.288,0.62,14.049,8
1591719074.7271,0.298,0.572,11.768,8
1591719074.764,0.318,0.425,9.596,8
1591719074.7989,0.37,0.326,9.535,8
1591719074.8338,0.282,0.415,16.287,8
1591719074.8707,0.359,0.291,10.674,8
1591719074.9056,0.284,0.287,13.646,8
1591719074.9405,0.317,0.284,11.576,8
1591719074.9824,0.294,0.281,11.56,8
1591719075.0183,0.307,0.291,13.452,8
1591719075.0532,0.319,0.287,13.148,8
1591719075.0901,0.29,0.283,17.628,8
1591719075.13,0.281,0.29,16.201,8
1591719075.1649,0.281,0.291,12.888,8
1591719075.2018,0.285,0.291,12.122,8
1591719075.2377,0.296,0.308,14.23,8
1591719075.2726,0.29,0.291,10.564,8
1591719075.3145,0.28,0.294,12.349,8
1591719075.3504,0.285,0.29,16.18,8
1591719075.3913,0.314,0.292,16.933,8
1591719075.4282,0.283,0.285,9.427,8
1591719075.4631,0.285,0.281,11.178,8
1591719075.498,0.287,0.285,11.882,8
1591719075.5389,0.288,0.341,14.425,8
1591719075.5788,0.29,0.291,9.193,8
1591719075.6137,0.283,0.452,20.36,8
1591719075.6586,0.282,0.287,16.007,8
1591719075.6935,0.283,0.302,11.65,8
1591719075.7294,0.286,0.489,10.42,8
1591719075.7657,0.297,0.489,13.641,8
1591719075.8014,0.28,0.432,15.106,8
1591719075.8363,0.468,0.41,14.001,8
1591719075.8722,0.327,0.29,12.24,8
1591719075.9071,0.336,0.293,12.511,8
1591719075.943,0.397,0.303,19.308,8
1591719075.9789,0.402,0.297,12.198,8
1591719076.0138,0.287,0.29,12.235,8
1591719076.0487,0.375,0.294,19.187,8
1591719076.0856,0.3,0.307,14.698,8
1591719076.1265,0.608,0.29,9.652,8
1591719076.1614,0.335,0.292,12.918,8
1591719076.2003,0.384,0.284,20.617,8
1591719076.2359,0.946,0.284,12.467,8
1591719076.2729,0.293,0.287,16.945,8
1591719076.3108,0.285,0.285,16.732,8
1591719076.3518,0.345,0.284,9.965,8
1591719076.3877,0.296,0.294,10.477,8
1591719076.4266,0.342,0.282,10.791,8
1591719076.4674,0.328,0.3,11.401,8
1591719076.5034,0.354,0.287,12.171,8
1591719076.5402,0.379,0.706,9.213,8
1591719076.5762,0.348,0.282,10.75,8
1591719076.6121,0.344,0.282,20.192,8
1591719076.6589,0.342,0.444,9.591,8
1591719076.6998,0.323,0.286,14.154,8
1591719076.7357,0.293,0.282,10.433,8
1591719076.7806,0.29,0.284,12.291,8
1591719076.8205,0.293,0.287,11.114,8
1591719076.8551,0.371,0.304,12.388,8
1591719076.894,0.287,0.616,11.696,8
1591719076.9319,0.295,0.293,19.233,8
1591719076.9688,0.347,0.285,12.441,8
1591719077.0097,0.334,0.291,10.557,8
1591719077.0456,0.286,0.286,13.162,8
1591719077.0815,0.286,0.285,14.891,8
1591719077.12,0.358,0.287,11.013,8
1591719077.1619,0.281,0.291,13.068,8
1591719077.1978,0.29,0.29,11.042,8
1591719077.2387,0.301,0.29,9.699,8
1591719077.2785,0.403,0.285,14.158,8
1591719077.3144,0.305,0.291,11.255,8
1591719077.3514,0.295,0.283,11.548,8
1591719077.3874,0.307,0.624,14.894,8
1591719077.4223,0.29,0.294,13.802,8
1591719077.4642,0.28,0.282,17.54,8
1591719077.5001,0.3,0.283,10.626,8
1591719077.534,0.281,0.358,12.855,8
1591719077.5709,0.322,0.289,15.471,8
1591719077.6048,0.288,0.38,10.311,8
1591719077.6457,0.307,0.286,12.332,8
1591719077.6886,0.284,0.283,12.579,8
1591719077.7245,0.286,0.541,8.745,8
1591719077.764,0.288,0.297,23.411,8
1591719077.8079,0.281,1.054,9.332,8
1591719077.843,0.567,0.384,12.101,8
1591719077.8789,0.28,0.291,13.139,8
1591719077.9208,0.283,0.284,17.687,8
1591719077.9577,0.443,0.284,13.927,8
1591719077.9926,0.339,0.458,19.855,8
1591719078.0355,0.449,0.285,18.801,8
1591719078.0714,0.703,0.334,13.694,8
1591719078.1083,0.494,0.322,12.57,8
1591719078.1462,0.282,0.304,12.539,8
1591719078.186,0.288,0.287,27.321,8
1591719078.221,0.453,0.291,20.248,8
1591719078.2579,0.297,0.293,10.552,8
1591719078.2988,0.349,0.304,18.372,8
1591719078.3337,0.286,0.291,14.228,8
1591719078.3706,0.284,0.397,13.342,8
1591719078.4065,0.297,0.288,15.404,8
1591719078.4474,0.282,0.321,16.618,8
1591719078.4883,0.304,0.282,15.444,8
1591719078.5311,0.344,0.3,14.605,8
1591719078.5661,0.306,0.281,11.451,8
1591719078.6029,0.295,0.666,14.678,8
1591719078.6398,0.316,0.475,11.982,8
1591719078.6807,0.309,0.303,10.884,8
1591719078.7186,0.286,0.29,16.1,8
1591719078.7535,0.287,0.452,13.803,8
1591719078.954,0.284,0.288,12.502,9
1591719078.9949,0.284,0.325,30.114,9
1591719079.0398,0.283,0.296,11.367,9
1591719079.0747,0.435,0.429,12.347,9
1591719079.1116,0.309,0.378,14.16,9
1591719079.1485,0.288,0.289,15.033,9
1591719079.1881,0.748,0.345,13.106,9
1591719079.225,0.301,0.331,14.462,9
1591719079.2642,0.334,0.327,10.155,9
1591719079.3051,0.537,0.316,15.194,9
1591719079.347,0.445,0.323,12.71,9
1591719079.3849,0.415,0.302,13.836,9
1591719079.4208,0.289,0.294,11.845,9
1591719079.4577,0.282,0.295,15.255,9
1591719079.4986,0.281,0.286,12.981,9
1591719079.5335,0.302,0.286,11.933,9
1591719079.5694,0.287,0.282,13.192,9
1591719079.6113,0.282,0.285,9.007,9
1591719079.6462,0.291,0.286,12.595,9
1591719079.6831,0.3,0.29,19.308,9
1591719079.721,0.286,0.308,15.698,9
1591719079.7569,0.285,0.288,19.5,9
1591719079.7918,0.339,0.281,17.566,9
1591719079.8347,0.314,0.282,13.114,9
1591719079.8706,0.288,0.281,13.496,9
1591719079.9065,0.318,0.298,12.334,9
1591719079.9484,0.288,0.281,17.878,9
1591719079.9833,0.287,0.282,12.819,9
1591719080.0182,0.339,0.288,12.104,9
1591719080.0561,0.325,0.284,10.362,9
1591719080.091,0.343,0.284,11.748,9
1591719080.1309,0.334,0.281,10.192,9
1591719080.1678,0.283,0.284,14.871,9
1591719080.2027,0.318,0.29,10.798,9
1591719080.2376,0.33,0.281,12.63,9
1591719080.2755,0.285,0.283,15.204,9
1591719080.3134,0.311,0.283,10.248,9
1591719080.3483,0.285,0.282,13.387,9
1591719080.3912,0.344,0.282,9.123,9
1591719080.4271,0.288,0.281,13.148,9
